,player_name,school,conference,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,2PM,2PA,2P_per,3PM,3PA,3P_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec-rk,ast/tov,rimmade,rimmade + rimmiss,midmade,midmade + midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+mismiss),dunksmade,dunksmiss + dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,pos
3449,Jason Thompson,Rider,MAAC,33,83.4,111.9,30.0,57.2,57.9,11.9,28.0,18.0,16.6,130,224,0.58,258,446,0.578,11,34,0.324,8.9,1.8,46.7,Sr,6-11,,4.6746300000000005,123.936,3.4,2008,1725,all,33.0,0.91837554,,,,,,,,,,12.0,93.1066,94.0606,3.89902,280.223,7.13592,2.6578,4.47812,5.51636,34.5152,4.3456,1.17076,3.3636,8.697,12.0606,2.7273,1.0909,2.697,20.5758,
3649,Stephen Curry,Davidson,SC,33,82.1,118.0,37.5,54.9,60.46,1.8,12.3,39.8,16.6,212,241,0.88,176,340,0.518,127,327,0.388,0.7000000000000001,3.9,36.1,Jr,6-3,,6.66086,141.028,2.8,2009,1827,all,49.0,1.43198081,,,,,,,,,,7.0,89.1128,88.3785,4.44618,253.62,12.3076,9.67838,2.62918,13.6401,33.8182,10.8951,2.74503,0.5758,3.9091,4.4848,5.4242,2.3333,0.2121,28.636400000000002,
3680,George Hill,IUPUI,Sum,28,86.6,124.7,30.2,59.2,65.07,5.5,18.7,26.2,17.1,181,225,0.804,149,261,0.5710000000000001,42,97,0.433,1.7000000000000002,3.0,62.8,Jr,6-2,,6.9887,139.066,3.0,2008,1839,all,36.2,1.49420991,,,,,,,,,,26.0,99.5146,99.9507,3.44951,203.094,8.11179,7.10938,1.00242,8.12741,36.7742,7.21276,0.914655,1.5161,5.3548,6.871,4.1935,1.8065,0.4194,21.8387,
3683,Sasha Kaun,Kansas,B12,39,44.2,115.9,18.0,61.0,60.33,11.0,13.4,3.0,13.9,64,116,0.552,105,172,0.61,0,0,0.0,8.2,1.4,67.4,Sr,6-11,,2.04524,118.092,5.4,2008,1841,all,94.6,0.37500001,,,,,,,,,,56.0,89.8072,84.1851,2.61199,139.657,8.1954,3.23477,4.96063,5.72761,17.65,2.5143,3.21331,1.6,2.25,3.85,0.30000000000000004,0.425,1.225,7.1,
3700,Darnell Jackson,Kansas,B12,39,60.4,124.0,19.8,63.2,65.06,10.2,20.8,8.2,15.1,101,147,0.687,165,260,0.635,2,6,0.333,2.1,1.8,55.3,Sr,6-9,,3.77291,129.774,3.8,2008,1849,all,89.6,0.84313731,,,,,,,,,,52.0,88.4693,82.931,3.67307,200.505,8.87447,5.49515,3.37932,8.40767,24.275,5.61923,2.78844,2.025,4.65,6.675,1.075,0.775,0.47500000000000003,11.175,
3849,Solomon Alabi,Florida St.,ACC,32,63.8,110.7,22.2,53.4,59.63,11.6,15.7,4.4,19.7,108,136,0.794,133,249,0.534,0,0,0.0,10.4,1.4,54.6,So,7-1,32,3.02759,118.687,3.7,2010,1924,all,95.4,0.26230195,83.0,114.0,50.0,135.0,0.7281000000000001,0.3704,38.0,41.0,0.9268000000000001,50.0,87.2086,82.9266,3.85983,176.318,6.53286,0.499021,6.03384,6.93068,25.625,2.74912,4.18156,2.4688,3.7188,6.1875,0.5,0.625,2.3438,11.6875,C
3857,Jon Diebler,Ohio St.,B10,37,88.9,141.9,13.5,70.6,72.33,1.3,7.9,11.6,12.2,64,79,0.81,31,59,0.525,114,227,0.502,0.4,1.7000000000000002,27.6,Sr,6-6,33,6.11377,134.48,1.1,2011,1926,all,90.2,2.51443073,19.0,36.0,12.0,23.0,0.5278,0.5217,1.0,1.0,1.0,51.0,97.5841,91.4072,4.38236,201.815,10.9468,8.69904,2.24772,10.6833,35.6757,7.87242,2.8109200000000003,0.3784,2.2703,2.6486,2.3784,0.973,0.1351,12.6486,Combo G
3858,Kosta Koufos,Ohio St.,B10,37,67.5,109.5,26.4,53.3,55.11,12.2,15.7,4.5,12.7,68,100,0.68,200,374,0.535,22,63,0.34900000000000003,7.7,1.0,22.9,Fr,7-0,,3.62125,123.423,3.2,2008,1927,all,97.6,0.34544229,,,,,,,,,,23.0,93.6373,88.3864,3.59359,198.825,4.39721,1.65678,2.74043,5.58402,27.0811,4.01764,1.56638,2.6486,4.027,6.6757,0.5135000000000001,0.4324,1.8108,14.4324,
3865,Evan Turner,Ohio St.,B10,31,74.4,108.9,34.5,54.0,58.15,7.4,23.5,37.5,21.7,138,182,0.758,217,402,0.54,20,55,0.364,2.9,3.0,39.8,Jr,6-7,21,6.2427,135.245,3.1,2010,1929,all,90.8,1.36028349,102.0,130.0,106.0,258.0,0.7846000000000001,0.41090000000000004,18.0,19.0,0.9474,2.0,88.4064,83.6938,5.29392,247.062,11.1906,5.66679,5.52382,11.2167,35.7419,6.94325,4.27342,2.0,7.1613,9.1613,5.9677,1.7419,0.9032,20.3871,Wing F
3874,Jon Leuer,Wisconsin,B10,34,83.1,116.8,29.4,52.6,56.8,6.5,22.6,12.8,11.3,113,134,0.843,173,337,0.513,54,146,0.37,3.1,1.0,27.7,Sr,6-10,30,6.02112,137.105,2.6,2011,1932,all,84.0,1.03708601,57.0,75.0,116.0,262.0,0.76,0.44270000000000004,17.0,18.0,0.9444,40.0,98.659,91.8777,4.04456,196.596,6.9244,5.3846,1.5398,8.76528,33.5,7.50485,1.26043,1.6764999999999999,5.5588,7.2353,1.6471,0.5,0.8824000000000001,18.2647,PF/C
4053,Gerald Henderson,Duke,ACC,37,74.1,110.6,27.2,49.4,54.24,4.7,14.4,18.0,15.4,143,188,0.761,172,351,0.49,41,122,0.336,2.4,2.4,39.7,Jr,6-5,,4.38494,126.916,2.3,2009,2016,all,97.2,1.13749889,,,,,,,,,,12.0,94.2551,88.4646,3.88664,216.74,6.55578,4.30157,2.25421,8.30579,29.7297,5.9665,2.3393,1.2432,3.7027,4.9459,2.4595000000000002,1.2432,0.7568,16.4865,
4145,Robert Vaden,UAB,CUSA,34,90.2,101.0,25.7,50.4,52.68,2.3,13.5,11.9,15.6,74,100,0.74,95,198,0.48,112,324,0.34600000000000003,1.8,1.7000000000000002,19.2,Sr,6-5,,3.23944,110.147,2.0,2009,2073,all,,0.83331987,,,,,,,,,,54.0,97.4533,93.8186,4.06163,226.009,4.44251,2.7887,1.65381,5.06209,36.4706,4.00338,1.05871,0.7059000000000001,4.2353,4.9412,2.0588,1.0294,0.6176,17.647100000000002,
4146,D.J. White,Indiana,B10,33,82.8,120.7,23.3,60.6,63.21,11.3,24.0,5.2,14.5,142,206,0.6890000000000001,215,354,0.607,1,3,0.333,5.4,1.4,57.7,Sr,6-9,,5.37889,131.576,3.0,2008,2074,all,97.2,0.3968362,,,,,,,,,,29.0,91.511,87.8767,4.46684,248.164,6.16715,3.5174700000000003,2.64968,7.48702,33.4848,6.06718,1.41984,3.0303,7.303,10.3333,0.7576,0.7879,1.6364,17.4242,
4221,Jonny Flynn,Syracuse,BE,37,90.7,111.9,24.9,50.6,56.57,1.9,5.9,32.6,20.5,175,223,0.785,168,325,0.517,45,140,0.321,0.4,2.0,48.0,So,6-0,,5.36686,126.92,1.5,2009,2115,all,96.6,1.9527736199999999,,,,,,,,,,6.0,103.602,97.009,3.68145,214.199,4.75927,5.21382,-0.45455599999999996,5.57483,37.4865,4.98715,0.587683,0.5946,2.2162,2.8108,6.7027,1.3514,0.1622,17.4595,
4348,Terrence Williams,Louisville,BE,37,85.3,108.1,21.3,50.4,51.72,4.5,22.7,27.0,18.4,68,117,0.581,112,244,0.459,57,148,0.385,2.3,4.0,29.8,Sr,6-6,,3.66838,115.268,2.0,2009,2178,all,85.0,2.15118526,,,,,,,,,,11.0,82.7598,77.2472,5.80053,323.675,10.9981,4.41739,6.58071,10.7553,34.2162,4.90179,5.85355,1.3784,7.1892,8.5676,5.0,2.3243,0.7838,12.5135,
4383,Joe Alexander,West Virginia,BE,35,76.1,108.6,28.3,47.3,53.63,6.8,16.8,17.0,15.0,156,191,0.8170000000000001,203,426,0.47700000000000004,11,38,0.289,5.5,1.4,41.2,Jr,6-8,,4.37657,125.058,3.6,2008,2196,all,,1.09999107,,,,,,,,,,8.0,93.9671,89.1662,4.08222,216.698,5.50638,2.29145,3.21493,6.05004,31.5833,4.1693999999999996,1.88064,1.8889,4.5,6.3889,2.4444,0.7222000000000001,1.5,16.8611,
4468,Dominique Jones,South Florida,BE,33,92.0,110.1,30.2,50.3,56.22,3.6,14.9,24.4,16.0,209,282,0.741,170,326,0.521,52,167,0.311,1.6,2.8,57.2,Jr,6-4,20,5.66368,128.843,3.0,2010,2231,all,,1.23712323,102.0,148.0,68.0,178.0,0.6892,0.382,11.0,12.0,0.9167000000000001,25.0,98.0138,92.4328,4.35227,235.792,8.4962,5.97313,2.52308,9.79203,37.0909,6.99379,2.79824,1.1212,4.9697,6.0909,3.6364,1.697,0.5758,21.3636,Combo G
4489,Chandler Parsons,Florida,SEC,36,81.1,110.3,20.1,54.6,55.14,7.3,19.3,21.6,20.3,54,97,0.557,112,206,0.544,43,117,0.368,1.3,1.7000000000000002,30.0,Sr,6-10,25,3.5965,116.025,2.2,2011,2243,all,94.4,1.67902226,89.0,121.0,23.0,85.0,0.7355,0.2706,22.0,25.0,0.88,38.0,95.262,90.6999,4.1897,232.775,8.60912,5.0632,3.54592,7.65528,34.1389,4.95164,2.70364,2.0556,5.6944,7.75,3.7778,0.9444,0.4167,11.3056,Stretch 4
4530,Jon Brockman,Washington,P10,33,73.8,114.3,23.0,52.9,55.72,15.3,25.7,7.7,14.8,122,193,0.632,184,347,0.53,0,1,0.0,0.30000000000000004,1.6,55.5,Sr,6-7,,4.1925,124.026,4.0,2009,2266,all,94.4,0.61903513,,,,,,,,,,38.0,92.3011,85.6734,4.2804400000000005,232.291,6.56566,4.35632,2.20933,6.46043,30.8485,5.04839,1.41204,4.2424,7.303,11.5455,1.1818,0.9091,0.09090000000000001,14.8485,
4651,Darren Collison,UCLA,P10,35,78.5,120.7,23.7,56.8,62.4,1.9,7.9,28.4,20.2,113,126,0.897,134,240,0.558,41,104,0.394,0.5,3.1,36.6,Sr,6-1,,5.25031,132.45,1.9,2009,2332,all,84.2,1.90807422,,,,,,,,,,21.0,98.6762,93.1281,3.61098,185.905,7.68701,6.62244,1.06457,8.4003,31.5143,6.40876,1.9915500000000002,0.4571,1.9429,2.4,4.7429,1.6286,0.1429,14.4,
4658,Ty Lawson,North Carolina,ACC,34,69.3,133.7,22.7,59.8,65.29,2.3,7.6,35.7,14.9,164,205,0.8,127,229,0.555,48,104,0.462,0.4,3.8,61.6,Jr,5-11,,6.42305,145.653,2.2,2009,2335,all,98.8,3.39388009,,,,,,,,,,18.0,95.9576,90.0007,3.79468,213.1,12.5649,10.8452,1.7197500000000001,13.6216,30.2647,9.76136,3.86028,0.6471,2.3235,2.9706,6.5882000000000005,2.1471,0.1471,16.5294,
4676,Wayne Ellington,North Carolina,ACC,37,76.4,123.7,20.4,57.5,60.1,5.4,10.9,14.8,13.9,87,112,0.777,126,236,0.534,83,200,0.41500000000000004,0.5,1.5,25.7,Jr,6-4,,4.94137,130.887,1.9,2009,2343,all,98.4,1.63939096,,,,,,,,,,28.0,99.2781,93.3517,3.48877,202.594,8.95892,7.84373,1.1151900000000001,8.79609,30.648600000000002,7.45272,1.34337,1.5405,3.3784,4.9189,2.7027,0.8919,0.1622,15.8919,
4747,Dwayne Collins,Miami FL,ACC,28,54.6,105.7,26.4,61.2,60.54,14.3,21.6,10.5,22.5,86,154,0.558,126,206,0.612,0,0,0.0,5.1,1.5,74.8,Sr,6-8,21,2.9043900000000002,118.033,3.9,2010,2387,all,77.6,0.47143998000000004,97.0,131.0,29.0,75.0,0.7405,0.38670000000000004,49.0,54.0,0.9074000000000001,60.0,94.2041,92.8863,2.91224,146.902,5.13182,2.73811,2.3937,4.66374,24.9643,3.74939,0.914353,2.9643,4.75,7.7143,1.1786,0.6071000000000001,1.1429,12.0714,C
4831,Trevor Booker,Clemson,ACC,32,76.9,112.0,24.7,53.3,54.95,10.1,20.4,17.4,14.4,101,171,0.591,179,327,0.547,9,34,0.265,4.6,2.5,47.4,Sr,6-7,35,4.35402,125.31,2.6,2010,2429,all,49.8,1.30642577,139.0,192.0,40.0,135.0,0.724,0.2963,33.0,37.0,0.8919,23.0,88.4183,84.658,4.46515,225.348,9.79521,4.77296,5.02225,10.0595,30.75,6.40153,3.65793,2.7812,5.5938,8.375,2.5312,1.3437999999999999,1.4062000000000001,15.1875,Wing F
4859,DeMarre Carroll,Missouri,B12,38,70.0,118.8,25.1,57.6,59.15,9.3,18.6,15.2,11.5,121,191,0.634,230,397,0.579,16,44,0.364,2.4,3.1,43.3,Sr,6-8,,4.732,132.97,3.2,2009,2446,all,72.8,1.46427362,,,,,,,,,,27.0,89.7454,85.9031,3.9217500000000003,248.047,10.1056,6.31798,3.78759,9.794130000000001,28.0,7.34886,2.44527,2.4211,4.7632,7.1842,2.1579,1.5526,0.6579,16.552599999999998,
4983,Sam Young,Pittsburgh,BE,34,77.4,113.3,26.3,55.2,58.12,6.9,15.4,6.6,16.8,112,152,0.737,194,352,0.551,50,135,0.37,2.7,1.9,31.2,Sr,6-6,,4.9538,129.086,2.2,2009,2503,all,,0.43208528,,,,,,,,,,36.0,96.3118,90.6034,3.9418800000000003,203.577,6.61607,4.7308,1.8852700000000002,7.69715,31.852899999999998,6.49342,1.20373,1.8824,4.3529,6.2353,1.0294,1.0,0.7941,19.1176,
5183,Mario Chalmers,Kansas,B12,38,72.7,124.8,19.7,62.8,65.45,1.6,9.6,24.4,19.3,96,128,0.75,88,159,0.553,72,153,0.47100000000000003,2.2,5.0,41.0,Jr,6-1,,4.7599800000000005,130.742,3.4,2008,2602,all,97.2,2.25328903,,,,,,,,,,34.0,86.818,81.3148,4.70373,255.785,13.7735,8.27816,5.49539,13.7853,30.0,7.11012,6.67516,0.359,2.7179,3.0769,4.3333,2.4872,0.5897,12.7692,
5195,Ekpe Udoh,Baylor,B12,35,88.0,110.5,23.0,49.1,52.99,12.8,17.6,14.7,17.9,110,159,0.6920000000000001,178,358,0.497,7,26,0.269,11.0,1.4,41.4,Jr,6-10,13,4.3974,120.501,2.8,2010,2610,all,47.4,1.11631598,78.0,109.0,100.0,249.0,0.7156,0.4016,30.0,32.0,0.9375,6.0,93.4571,88.0061,4.70314,273.986,11.5652,4.36662,7.19855,8.83903,35.4571,4.8754100000000005,3.96362,3.6,6.1143,9.7143,2.7429,0.8286,3.7429,13.9143,C
5391,Hasheem Thabeet,Connecticut,BE,35,75.1,118.7,19.4,64.4,64.84,13.4,21.7,3.0,17.5,131,209,0.627,172,267,0.644,0,0,0.0,11.9,1.2,78.3,Jr,7-3,,4.14637,122.991,3.1,2009,2709,all,87.4,0.26153681,,,,,,,,,,2.0,83.8351,78.8458,5.07759,287.554,11.5125,3.5302100000000003,7.98233,11.0841,31.6286,4.97705,6.10702,3.6857,7.0286,10.7143,0.4857,0.6286,4.2,13.5714,
5453,Austin Daye,Gonzaga,WCC,33,65.4,102.6,24.4,53.6,56.16,4.7,22.1,8.1,18.9,72,104,0.6920000000000001,118,241,0.49,36,80,0.45,8.1,1.6,32.4,So,6-11,,2.4275,111.003,4.3,2009,2742,all,93.4,0.53622842,,,,,,,,,,15.0,85.3883,82.9323,3.93453,217.197,5.7534600000000005,0.38700199999999996,5.36646,4.86923,26.3636,1.9040400000000002,2.96519,1.0,5.6667000000000005,6.6667000000000005,1.1212,0.7273000000000001,2.0,12.6061,
5459,Robert Dozier,Memphis,CUSA,37,75.3,114.4,21.0,55.2,59.37,10.7,16.5,9.3,18.2,124,172,0.721,145,264,0.549,21,56,0.375,5.6,2.5,53.8,Sr,6-9,,3.69312,119.609,3.6,2009,2746,all,84.4,0.71619999,,,,,,,,,,60.0,83.901,80.791,4.75211,245.353,10.3938,3.86323,6.53056,8.59083,30.2162,4.23991,4.35092,2.8649,4.5946,7.4595,1.4324,1.2703,1.6486,12.8919,
5464,Robert Sacre,Gonzaga,WCC,33,65.4,111.7,22.9,51.1,59.52,9.9,18.1,5.7,18.1,150,197,0.761,117,227,0.515,0,2,0.0,5.8,0.8,86.0,Sr,7-0,0,2.95167,116.848,3.3,2012,2747,all,65.2,0.400011,53.0,80.0,64.0,147.0,0.6625,0.4354,22.0,24.0,0.9167000000000001,60.0,93.459,91.1277,3.19885,171.815,4.18106,1.17504,3.00602,4.01842,26.2727,2.24699,1.7714400000000001,2.0303,4.2727,6.303,0.7273000000000001,0.36360000000000003,1.4242,11.6364,C
5495,Keith Benson,Oakland,Sum,34,81.0,114.5,24.1,55.4,57.89,9.1,24.3,6.0,13.3,150,236,0.636,217,391,0.555,8,22,0.364,9.8,1.4,57.1,Sr,6-11,34,3.8947000000000003,119.589,3.8,2011,2763,all,,0.5538236,138.0,179.0,79.0,212.0,0.7709,0.37260000000000004,46.0,46.0,1.0,48.0,98.1106,95.6684,3.51227,275.835,5.21208,1.71707,3.49501,5.39796,32.5,3.50012,1.89784,2.5588,7.5588,10.1176,1.0588,0.7941,3.5882,17.8824,C
5527,JaVale McGee,Nevada,WAC,32,68.8,99.9,26.6,54.8,54.62,10.7,18.5,4.9,18.6,69,135,0.511,170,306,0.556,13,40,0.325,9.3,1.7000000000000002,39.0,So,7-0,,2.16061,107.373,3.7,2008,2783,all,,0.25002063,,,,,,,,,,18.0,95.142,93.6614,3.16174,208.098,2.22907,-0.832208,3.06128,2.5442299999999998,27.3333,1.23458,1.30964,2.5152,4.8182,7.3333,0.6061000000000001,0.7879,2.7879,14.1212,
5577,Blake Griffin,Oklahoma,B12,35,80.6,117.6,31.1,65.7,64.77,14.2,32.2,16.3,18.2,191,324,0.59,297,451,0.659,3,8,0.375,3.6,1.9,70.6,So,6-10,,6.39363,139.82,3.1,2009,2804,all,97.0,0.6896479,,,,,,,,,,1.0,87.4256,82.5913,5.02664,316.56,11.3401,6.90629,4.43384,10.8843,33.2857,8.60329,2.28099,3.8571,10.5429,14.4,2.2857,1.1143,1.1714,22.6857,
5590,James Anderson,Oklahoma St.,B12,33,84.8,117.5,30.7,53.2,59.61,6.7,12.9,16.5,13.1,209,258,0.81,152,277,0.549,74,217,0.341,2.0,2.4,52.2,Jr,6-6,23,6.49061,139.629,3.1,2010,2812,all,96.0,1.02563887,117.0,184.0,35.0,93.0,0.6359,0.3763,22.0,24.0,0.9167000000000001,20.0,98.1485,93.2981,3.9099,217.438,10.434,8.45581,1.97822,11.3054,34.0606,9.4241,1.88125,1.9394,3.8788,5.8182,2.4242,1.3939,0.6061000000000001,22.2727,Wing G
5649,Sean Singletary,Virginia,ACC,33,84.0,111.2,30.8,48.7,56.15,2.5,10.1,37.7,20.8,189,222,0.851,145,318,0.456,58,158,0.367,0.1,3.0,46.6,Sr,6-0,,5.41536,131.179,3.1,2008,2845,all,92.0,1.578117,,,,,,,,,,42.0,103.214,98.905,3.24906,218.892,6.73105,6.28968,0.44136899999999996,6.83811,34.0,6.01413,0.823979,0.7879,3.0606,3.8485,6.1212,1.8182,0.0303,19.7879,
5693,Michael Beasley,Kansas St.,B12,32,78.4,119.8,33.3,56.0,60.83,13.0,30.0,8.7,15.3,211,272,0.776,260,466,0.558,35,92,0.38,5.6,2.3,48.7,Fr,6-9,,6.86874,147.9,3.2,2008,2865,all,99.6,0.39999306,,,,,,,,,,2.0,87.1821,82.8632,4.77479,272.507,9.78775,6.37971,3.40804,12.4684,31.5152,10.5634,1.9050600000000002,3.9697,8.3939,12.3636,1.1515,1.2727,1.6364,26.2424,
5706,Jerryd Bayless,Arizona,P10,29,77.8,113.2,28.8,53.9,61.27,1.6,7.5,24.9,17.7,179,214,0.836,111,228,0.487,59,142,0.41500000000000004,0.30000000000000004,1.7000000000000002,57.8,Fr,6-3,,6.10408,134.327,2.5,2008,2874,all,96.8,1.35952399,,,,,,,,,,11.0,105.687,98.1482,3.5229,149.868,5.50823,6.16698,-0.658748,6.73468,35.7333,6.41906,0.315615,0.4333,2.3,2.7333,4.0333,0.9667,0.1,19.7333,
5790,Courtney Lee,Western Kentucky,SB,34,74.3,115.9,30.3,52.7,57.39,5.4,14.0,15.5,14.7,143,174,0.8220000000000001,170,345,0.493,65,163,0.399,3.0,3.3,34.3,Sr,6-5,,4.809670000000001,131.391,3.2,2008,2917,all,52.8,0.8928556200000001,,,,,,,,,,22.0,92.6266,92.44,3.53937,219.901,7.24728,4.90012,2.34717,9.51907,29.9722,7.13018,2.38889,1.3333,3.5278,4.8611,2.0833,1.8056,0.7778,20.4167,
5817,Russell Westbrook,UCLA,P10,38,84.6,109.0,22.5,49.3,53.28,5.9,8.4,24.0,19.9,105,148,0.709,153,308,0.497,24,75,0.32,0.6000000000000001,2.9,38.6,So,6-3,,3.87651,117.773,2.9,2008,2935,all,72.8,1.73963044,,,,,,,,,,4.0,92.6743,86.908,4.67871,224.981,7.55501,4.27569,3.2793200000000002,6.87426,33.7949,3.31317,3.56109,1.5641,2.359,3.9231,4.2821,1.6154000000000002,0.17950000000000002,12.7436,
5898,J.R. Giddens,New Mexico,MWC,33,78.7,109.1,26.9,54.7,55.75,6.6,27.0,22.5,15.3,92,157,0.586,185,332,0.557,25,75,0.333,4.9,2.7,38.6,Sr,6-5,,3.8960500000000002,120.405,2.4,2008,2973,all,96.0,1.41096697,,,,,,,,,,30.0,84.9539,84.0146,4.67141,266.168,10.422,3.43975,6.98226,9.4739,32.2121,5.5094899999999996,3.96442,1.7273,7.0606,8.7879,3.1212,1.4242,1.1818,16.2727,
5925,Deron Washington,Virginia Tech,ACC,35,81.6,101.9,22.8,44.2,50.22,6.9,15.6,14.2,16.3,147,219,0.671,129,286,0.451,18,67,0.269,2.1,1.7000000000000002,62.0,Sr,6-7,,2.78307,109.323,3.6,2008,2990,all,51.8,1.08106705,,,,,,,,,,59.0,93.9644,89.1659,4.25862,221.318,5.1154,1.7634,3.352,4.35786,33.1143,1.64954,2.70832,1.9714,4.5143,6.4857,2.2857,0.9714,0.6286,13.1143,
5957,Brandon Rush,Kansas,B12,37,71.0,112.7,21.6,52.9,55.63,6.4,13.1,12.4,16.6,67,85,0.788,98,220,0.445,79,189,0.418,3.2,1.6,20.8,Jr,6-6,,3.8085,121.424,2.2,2008,3008,all,78.8,1.17391781,,,,,,,,,,13.0,92.2787,86.0983,4.2231,203.227,8.62129,5.22657,3.39472,8.53318,29.6579,6.09346,2.43971,1.5,3.6316,5.1316,2.1316,0.8421000000000001,0.8421000000000001,13.3421,
5996,Roy Hibbert,Georgetown,BE,34,65.3,119.2,25.6,61.4,62.64,11.3,17.0,16.6,15.7,93,144,0.646,176,291,0.605,3,3,1.0,9.7,1.3,49.0,Sr,7-2,,4.4024,133.308,4.1,2008,3031,all,71.2,1.10521925,,,,,,,,,,17.0,88.6449,83.9796,3.87887,183.785,11.5295,4.50859,7.02088,10.7124,26.3235,6.06669,4.64574,2.2059,4.1471,6.3529,1.8529,0.5294,2.2059,13.3529,
6010,Kevin Love,UCLA,P10,38,74.1,127.0,27.2,59.2,64.24,15.3,28.6,13.8,14.8,193,251,0.769,191,314,0.608,29,82,0.354,5.0,1.5,63.4,Fr,6-10,,6.25055,145.531,2.6,2008,3038,all,99.4,0.9615500000000001,,,,,,,,,,5.0,85.731,80.3968,4.76808,256.442,13.5467,8.18972,5.35695,13.6958,29.641,10.1569,3.53891,3.641,7.0,10.641,1.9231,0.6923,1.4359,17.4615,
6075,Da'Sean Butler,West Virginia,BE,38,87.9,117.8,23.9,48.3,54.12,5.0,15.4,19.2,13.0,168,213,0.789,138,305,0.452,70,198,0.354,1.3,1.7000000000000002,42.3,Sr,6-7,1,5.61835,130.557,2.4,2010,3069,all,78.8,1.74998598,57.0,90.0,81.0,217.0,0.6333000000000001,0.3733,5.0,5.0,1.0,42.0,97.556,90.296,4.41748,239.493,8.5762,6.33495,2.24126,8.952,35.7368,6.60763,2.34437,1.6053000000000002,4.6316,6.2368,3.1316,0.9737,0.3947,17.2105,Wing G
6134,Justin Harper,Richmond,A10,37,79.1,121.3,24.7,61.8,64.17,6.5,18.6,8.9,12.1,94,118,0.797,168,287,0.585,77,172,0.448,4.0,1.2,25.7,Sr,6-10,32,5.06887,131.119,2.8,2011,3094,all,,0.76788899,106.0,136.0,62.0,151.0,0.7794000000000001,0.4106,15.0,17.0,0.8824000000000001,32.0,95.0436,92.7825,3.81102,221.09,7.16881,5.51562,1.65319,9.26679,31.8378,8.10676,1.16003,1.6757,5.2432,6.9189,1.1622,0.6216,1.2162,17.8649,Stretch 4
6190,DeAndre Jordan,Texas A&M,B12,34,48.1,99.3,22.1,60.5,57.42,11.0,22.0,4.4,21.8,52,115,0.452,107,177,0.605,0,0,0.0,6.5,0.5,65.0,Fr,6-11,,1.5622600000000002,107.514,3.8,2008,3116,all,97.8,0.26317083,,,,,,,,,,35.0,89.5765,84.9932,2.86702,148.01,3.47656,-0.287536,3.7641,3.89392,20.0857,1.4028800000000001,2.49105,1.8857,4.1143,6.0,0.42860000000000004,0.2,1.2570999999999999,7.9429,
6202,Andrew Goudelock,College of Charleston,SC,37,88.0,113.6,33.1,54.9,57.5,2.3,9.9,26.4,16.3,110,134,0.8210000000000001,187,377,0.496,131,322,0.40700000000000003,0.5,1.5,19.2,Sr,6-2,3,5.77155,132.194,2.0,2011,3120,all,,1.31932084,41.0,68.0,146.0,309.0,0.6029,0.47250000000000003,7.0,8.0,0.875,46.0,104.713,104.361,2.7554600000000002,204.986,3.8259600000000002,5.92043,-2.09447,6.30415,35.1892,7.66592,-1.36177,0.6757000000000001,3.1892,3.8649,4.2432,0.8919,0.1892,23.7027,Scoring PG
6239,Jimmer Fredette,BYU,MWC,36,89.4,114.7,36.6,53.1,59.2,2.0,8.5,28.6,15.3,250,280,0.893,221,450,0.491,121,308,0.393,0.1,2.1,36.9,Sr,6-2,32,7.42677,144.768,1.5,2011,3137,all,54.4,1.19232373,109.0,151.0,112.0,299.0,0.7219,0.37460000000000004,2.0,3.0,0.6667000000000001,10.0,99.0445,95.5029,3.90002,215.402,7.05925,8.24222,-1.18298,10.1931,36.1389,10.0698,0.123288,0.6389,2.8611,3.5,4.3056,1.3333,0.027800000000000002,29.3056,Scoring PG
6254,Joey Dorsey,Memphis,CUSA,38,59.5,113.4,14.5,64.7,58.38,15.1,25.6,3.5,16.6,45,119,0.378,108,166,0.651,0,1,0.0,7.6,2.4,71.3,Sr,6-8,,2.06634,108.533,4.5,2008,3147,all,68.2,0.48781168,,,,,,,,,,33.0,80.0839,76.2991,4.38523,258.348,10.0534,2.77448,7.27888,7.6043400000000005,25.2105,2.62208,4.9822500000000005,3.5263,6.0,9.526299999999999,0.5263,1.0789,1.9474,6.8684,
6430,Luke Harangody,Notre Dame,BE,30,69.9,113.0,31.8,50.6,55.19,8.3,24.2,11.8,10.6,140,178,0.787,219,426,0.514,25,81,0.309,2.1,0.9,35.1,Sr,6-8,44,5.59259,133.597,2.8,2010,3225,all,82.4,0.8703888999999999,113.0,171.0,106.0,255.0,0.6608,0.4157,10.0,12.0,0.8333,52.0,103.004,98.5961,3.17934,184.54,3.39615,3.98874,-0.5925929999999999,5.02742,32.9667,6.06659,-1.03917,2.2333,6.8667,9.1,1.5667,0.4667,0.6667000000000001,21.7667,PF/C
